2.07,1.874
2.08,1.8872
2.09,1.9006
2.1,1.9141
2.11,1.9277
2.12,1.9415
2.13,1.9554
2.14,1.9695
2.15,1.9837
2.16,1.9981
2.17,2.0126
2.18,2.0273
2.19,2.0422
2.2,2.0573
2.21,2.0725
2.22,2.0881
2.23,2.104
2.24,2.1202
2.25,2.1368
2.26,2.1537
2.27,2.1711
2.28,2.1888
2.29,2.207
2.3,2.2255
2.31,2.2445
2.32,2.264
2.33,2.284
2.34,2.3045
2.35,2.3255
2.36,2.3471
2.37,2.3692
2.38,2.392
2.39,2.4154
2.4,2.4395
2.41,2.4642
2.42,2.4897
2.43,2.5159
2.44,2.5429
2.45,2.5707
2.46,2.5994
2.47,2.629
2.48,2.6594
2.49,2.6909
2.5,2.7233
2.51,2.7568
2.52,2.7914
2.53,2.8271
2.54,2.8639
2.55,2.9021
2.56,2.9414
2.57,2.9821
2.58,3.0241
2.59,3.0676
2.6,3.1125
2.61,3.1589
2.62,3.2068
2.63,3.2563
2.64,3.3075
2.65,3.3602
2.66,3.4147
2.67,3.4708
2.68,3.5287
2.69,3.5884
2.7,3.6497
2.71,3.7128
2.72,3.7778
2.73,3.8445
2.74,3.9131
2.75,3.9834
2.76,4.0554
2.77,4.129
2.78,4.2041
2.79,4.2806
2.8,4.3583
2.81,4.4372
2.82,4.517
2.83,4.5975
2.84,4.6785
2.85,4.7598
2.86,4.8411
2.87,4.9222
2.88,5.0027
2.89,5.0823
2.9,5.1608
2.91,5.2378
2.92,5.313
2.93,5.3861
2.94,5.4567
2.95,5.5246
2.96,5.5894
2.97,5.6509
2.98,5.7088
2.99,5.763
3,5.8132
3.01,5.8592
3.02,5.9002
3.03,5.9341
3.04,5.9647
3.05,5.9917
3.06,6.0154
3.07,6.0356
3.08,6.0525
3.09,6.0661
3.1,6.0765
3.11,6.0838
3.12,6.0881
3.13,6.0896
3.14,6.0884
3.15,6.0851
3.16,6.0805
3.17,6.0747
3.18,6.068
3.19,6.0604
3.2,6.052
3.21,6.0428
3.22,6.0329
3.23,6.0224
3.24,6.0112
3.25,5.9993
3.26,5.9869
3.27,5.9738
3.28,5.9601
3.29,5.9459
3.3,5.931
3.31,5.9156
3.32,5.8997
3.33,5.8834
3.34,5.8665
3.35,5.8493
3.36,5.8317
3.37,5.8138
3.38,5.7957
3.39,5.7778
3.4,5.7601
3.41,5.7428
3.42,5.7258
3.43,5.7093
3.44,5.6932
3.45,5.6777
3.46,5.6627
3.47,5.6484
3.48,5.6348
3.49,5.6219
3.5,5.6098
3.51,5.5984
3.52,5.5879
3.53,5.5782
3.54,5.5694
3.55,5.5615
3.56,5.5545
3.57,5.5485
3.58,5.5433
3.59,5.5391
3.6,5.5358
3.61,5.5335
3.62,5.5321
3.63,5.5316
3.64,5.532
3.65,5.5333
3.66,5.5354
3.67,5.5383
3.68,5.5421
3.69,5.5466
3.7,5.5518
3.71,5.5577
3.72,5.5643
3.73,5.5714
3.74,5.5791
3.75,5.5873
3.76,5.5959
3.77,5.6049
3.78,5.6143
3.79,5.624
3.8,5.6339
3.81,5.6448
3.82,5.6595
3.83,5.6744
3.84,5.6893
3.85,5.7041
3.86,5.7187
3.87,5.733
3.88,5.7468
3.89,5.76
3.9,5.7727
3.91,5.7847
3.92,5.796
3.93,5.8065
3.94,5.8163
3.95,5.8254
3.96,5.8338
3.97,5.8415
3.98,5.8485
3.99,5.855
4,5.8608
4.01,5.8663
4.02,5.8712
4.03,5.8759
4.04,5.8803
4.05,5.8844
4.06,5.8885
4.07,5.8925
4.08,5.8966
4.09,5.9008
4.1,5.9052
4.11,5.9099
4.12,5.9149
4.13,5.9204
4.14,5.9264
4.15,5.9329
4.16,5.9401
4.17,5.9481
4.18,5.9568
4.19,5.9663
4.2,5.9768
4.21,5.9882
4.22,6.0007
4.23,6.0142
4.24,6.0289
4.25,6.0447
4.26,6.0618
4.27,6.0801
4.28,6.0998
4.29,6.1209
4.3,6.1433
4.31,6.1672
4.32,6.1925
4.33,6.2194
4.34,6.2478
4.35,6.2777
4.36,6.3092
4.37,6.3423
4.38,6.377
4.39,6.4133
4.4,6.4513
4.41,6.4908
4.42,6.532
4.43,6.5747
4.44,6.619
4.45,6.6649
4.46,6.7123
4.47,6.7611
4.48,6.8114
4.49,6.8631
4.5,6.916
4.51,6.9702
4.52,7.0255
4.53,7.0819
4.54,7.1392
4.55,7.1973
4.56,7.2561
4.57,7.3155
4.58,7.3753
4.59,7.4354
4.6,7.4956
4.61,7.5556
4.62,7.6155
4.63,7.6749
4.64,7.7337
4.65,7.7916
4.66,7.8486
4.67,7.9044
4.68,7.9587
4.69,8.0115
4.7,8.0626
4.71,8.1118
4.72,8.1589
4.73,8.2039
4.74,8.2465
4.75,8.2868
4.76,8.3245
4.77,8.3598
4.78,8.3925
4.79,8.4226
4.8,8.4492
4.81,8.4695
4.82,8.4883
4.83,8.5055
4.84,8.5212
4.85,8.5355
4.86,8.5484
4.87,8.5599
4.88,8.5703
4.89,8.5795
4.9,8.5877
4.91,8.5949
4.92,8.6013
4.93,8.607
4.94,8.6121
4.95,8.6166
4.96,8.6207
4.97,8.6245
4.98,8.6281
4.99,8.6316
5,8.6351
5.01,8.6386
5.02,8.6422
5.03,8.6461
5.04,8.6503
5.05,8.6548
5.06,8.6598
5.07,8.6651
5.08,8.671
5.09,8.6773
5.1,8.6842
5.11,8.6916
5.12,8.6994
5.13,8.7078
5.14,8.7166
5.15,8.7257
5.16,8.7353
5.17,8.745
5.18,8.755
5.19,8.765
5.2,8.775
5.21,8.7849
5.22,8.7945
5.23,8.8037
5.24,8.8123
5.25,8.8203
5.26,8.8273
5.27,8.8334
5.28,8.8384
5.29,8.842
5.3,8.8442
5.31,8.8448
5.32,8.8437
5.33,8.8409
5.34,8.8361
5.35,8.8294
5.36,8.8207
5.37,8.8098
5.38,8.7961
5.39,8.7803
5.4,8.7624
5.41,8.7424
5.42,8.7205
5.43,8.6967
5.44,8.671
5.45,8.6437
5.46,8.6148
5.47,8.5845
5.48,8.5529
5.49,8.5202
5.5,8.4864
5.51,8.4517
5.52,8.4164
5.53,8.3805
5.54,8.3441
5.55,8.3074
5.56,8.2705
5.57,8.2336
5.58,8.1967
5.59,8.1599
5.6,8.1234
5.61,8.0872
5.62,8.0515
5.63,8.0162
5.64,7.9814
5.65,7.9472
5.66,7.9137
5.67,7.8809
5.68,7.8487
5.69,7.8174
5.7,7.7868
5.71,7.757
5.72,7.7279
5.73,7.6998
5.74,7.6724
5.75,7.6458
5.76,7.6201
5.77,7.5952
5.78,7.5711
5.79,7.5478
5.8,7.5253
5.81,7.5035
5.82,7.4825
5.83,7.4623
5.84,7.4428
5.85,7.4239
5.86,7.4058
5.87,7.3883
5.88,7.3715
5.89,7.3553
5.9,7.3398
5.91,7.3248
5.92,7.3103
5.93,7.2964
5.94,7.283
5.95,7.2701
5.96,7.2577
5.97,7.2457
5.98,7.2341
5.99,7.223
6,7.2122
6.01,7.2018
6.02,7.1917
6.03,7.1819
6.04,7.1725
6.05,7.1633
6.06,7.1544
6.07,7.1458
6.08,7.1373
6.09,7.1291
6.1,7.121
6.11,7.1131
6.12,7.1054
6.13,7.0978
6.14,7.0903
6.15,7.083
6.16,7.0757
6.17,7.0685
6.18,7.0613
6.19,7.0542
6.2,7.0471
6.21,7.0401
6.22,7.033
6.23,7.026
6.24,7.0189
6.25,7.0118
6.26,7.0046
6.27,6.9974
6.28,6.9901
6.29,6.9828
6.3,6.9753
6.31,6.9678
6.32,6.9602
6.33,6.9524
6.34,6.9445
6.35,6.9365
6.36,6.9284
6.37,6.9201
6.38,6.9117
6.39,6.9031
6.4,6.8944
6.41,6.8855
6.42,6.8764
6.43,6.8672
6.44,6.8577
6.45,6.8481
6.46,6.8383
6.47,6.8282
6.48,6.818
6.49,6.8076
6.5,6.797
