8.3842,8.453,8.4886,8.4917,8.464,8.4078,8.3262,8.2225,8.1007,7.9644,7.8176
8.5545,8.6001,8.6125,8.5932,8.5447,8.4699,8.3725,8.2561,8.1246,7.982,7.8317
8.7087,8.7298,8.7184,8.677,8.6084,8.5164,8.4045,8.2769,8.1373,7.9894,7.8366
8.8454,8.8419,8.8073,8.7447,8.6577,8.55,8.4256,8.2884,8.1422,7.9904,7.836
8.9641,8.9365,8.8798,8.7976,8.6937,8.5722,8.437,8.2919,8.1405,7.9858,7.8304
9.0652,9.0144,8.937,8.8368,8.718,8.5844,8.4401,8.2885,8.133,7.9761,7.8202
9.1494,9.0779,8.9824,8.8671,8.736,8.5931,8.4421,8.2863,8.1285,7.9711,7.8159
9.2179,9.1278,9.0166,8.8884,8.7474,8.5972,8.4413,8.2828,8.124,7.9669,7.8129
9.2721,9.1656,9.0409,8.9021,8.7531,8.5975,8.4383,8.2783,8.1195,7.9634,7.811
9.3136,9.1931,9.0572,8.91,8.7551,8.5958,8.4348,8.2745,8.1165,7.962,7.8116
9.3439,9.2114,9.0663,8.9124,8.753,8.5913,8.4295,8.2696,8.1129,7.9602,7.8117
9.3647,9.2221,9.0694,8.9103,8.7478,8.5847,8.4228,8.2639,8.1087,7.9578,7.8111
9.3773,9.2269,9.0687,8.9063,8.7423,8.5791,8.4183,8.2611,8.1081,7.9595,7.8149
9.3832,9.2267,9.0647,8.9003,8.7359,8.5735,8.4144,8.2594,8.1089,7.9626,7.82
9.3836,9.2231,9.059,8.8943,8.7309,8.5705,8.414,8.2621,8.1145,7.971,7.8308
9.3796,9.2164,9.0515,8.8872,8.7255,8.5676,8.414,8.2651,8.1205,7.9796,7.8414
9.3722,9.2074,9.0425,8.8795,8.72,8.5647,8.4142,8.2683,8.1265,7.988,7.8516
9.3622,9.1971,9.0331,8.8722,8.7153,8.5632,8.416,8.2732,8.1342,7.998,7.8633
9.3504,9.1865,9.025,8.8673,8.7143,8.5662,8.423,8.284,8.1484,8.015,7.8825
9.3375,9.1757,9.0172,8.8632,8.7143,8.5704,8.4312,8.296,8.1636,8.0329,7.9024
9.3239,9.1655,9.0113,8.862,8.718,8.5791,8.4446,8.3137,8.1851,8.0575,7.9296
9.3101,9.1556,9.006,8.8617,8.7227,8.5887,8.4588,8.332,8.2069,8.0823,7.9567
9.2965,9.1463,9.0013,8.8619,8.7279,8.5985,8.4729,8.3498,8.228,8.1059,7.9825
9.2833,9.1376,8.9976,8.8632,8.734,8.6091,8.4876,8.3681,8.2492,8.1295,8.008
9.2709,9.1297,8.9943,8.8646,8.7399,8.6192,8.5013,8.3848,8.2683,8.1506,8.0306
9.2593,9.1226,8.9917,8.8664,8.7458,8.6288,8.514,8.4,8.2856,8.1694,8.0506
9.2488,9.1166,8.9903,8.8693,8.7527,8.6391,8.5272,8.4156,8.303,8.1882,8.0706
9.2394,9.1117,8.9898,8.8729,8.7599,8.6495,8.5402,8.4307,8.3196,8.206,8.0894
9.2312,9.108,8.9904,8.8775,8.768,8.6606,8.5537,8.4459,8.3362,8.2238,8.1082
9.2242,9.1053,8.9917,8.8825,8.7762,8.6713,8.5663,8.4601,8.3515,8.24,8.1252
9.2184,9.1035,8.9935,8.8875,8.7837,8.6809,8.5775,8.4723,8.3644,8.2535,8.1392
9.2139,9.1028,8.9963,8.8932,8.7919,8.6909,8.5888,8.4845,8.3773,8.267,8.1533
9.2105,9.1026,8.9989,8.8979,8.7983,8.6983,8.5968,8.4928,8.3857,8.2755,8.1617
9.2083,9.1029,9.0012,8.9018,8.803,8.7034,8.6019,8.4975,8.39,8.2794,8.165
9.2072,9.1041,9.0042,8.9061,8.808,8.7086,8.6069,8.5021,8.3944,8.2831,8.1682
9.207,9.1058,9.0073,8.9099,8.8121,8.7124,8.6101,8.5047,8.3964,8.2841,8.1686
9.2078,9.108,9.0103,8.9131,8.8149,8.7145,8.6113,8.5051,8.3956,8.2818,8.1655
9.2095,9.1108,9.0136,8.9165,8.8178,8.7166,8.6124,8.5055,8.3944,8.2793,8.1625
9.2119,9.1139,9.017,8.9194,8.8199,8.7176,8.6124,8.5042,8.3913,8.2748,8.1573
9.215,9.1167,9.0188,8.9197,8.8184,8.7141,8.6072,8.4964,8.3807,8.2619,8.1432
9.2187,9.1198,9.0207,8.9201,8.8168,8.7106,8.6019,8.4881,8.3696,8.2488,8.1291
9.2229,9.1232,9.0229,8.9205,8.8152,8.7075,8.5961,8.4793,8.3582,8.2354,8.1149
9.2275,9.1264,9.0241,8.9194,8.8118,8.702,8.5872,8.4669,8.3427,8.2178,8.0964
9.2324,9.1295,9.0249,8.9176,8.8077,8.6949,8.5763,8.4523,8.325,8.1979,8.0754
9.2377,9.1327,9.0257,8.9158,8.8037,8.6874,8.5648,8.4371,8.3068,8.1776,8.0544
9.2431,9.136,9.0264,8.914,8.7995,8.6793,8.5527,8.4213,8.2882,8.1572,8.0334
9.2486,9.1389,9.0265,8.9118,8.7938,8.6693,8.5384,8.4032,8.267,8.1342,8.0097
9.2542,9.1418,9.0265,8.9094,8.7874,8.6583,8.5231,8.3841,8.2451,8.1106,7.9856
9.2598,9.1445,9.0266,8.9067,8.7803,8.6466,8.5071,8.3645,8.2228,8.0867,7.9614
9.2654,9.1473,9.0271,8.9035,8.7725,8.6342,8.4904,8.3443,8.2001,8.0627,7.9372
9.2709,9.15,9.0275,8.8996,8.7639,8.6209,8.473,8.3235,8.177,8.0384,7.9129
9.2764,9.1529,9.0274,8.895,8.7545,8.6069,8.4548,8.3021,8.1534,8.0138,7.8884
9.2818,9.1561,9.0269,8.8897,8.7443,8.5921,8.436,8.2803,8.1296,7.9892,7.864
9.2871,9.1592,9.0257,8.8837,8.7333,8.5765,8.4166,8.258,8.1055,7.9644,7.8396
9.2927,9.1619,9.0238,8.8767,8.7214,8.56,8.3964,8.235,8.0808,7.9391,7.8147
9.2986,9.1639,9.0208,8.8684,8.7079,8.542,8.3746,8.2104,8.0545,7.9122,7.7882
9.3045,9.1653,9.017,8.8593,8.6937,8.5233,8.3523,8.1854,8.0281,7.8853,7.7616
9.31,9.1661,9.0124,8.8493,8.6787,8.504,8.3294,8.1602,8.0015,7.8583,7.7351
9.3151,9.1661,9.0071,8.8385,8.663,8.484,8.3061,8.1346,7.9747,7.8313,7.7086
9.3196,9.1655,9.0011,8.8273,8.647,8.464,8.2831,8.1096,7.9487,7.8053,7.6832
9.3234,9.1644,8.9948,8.8161,8.6313,8.4447,8.2613,8.0862,7.9248,7.7818,7.6606
9.3266,9.1625,8.9876,8.804,8.615,8.425,8.2391,8.0626,7.9008,7.7582,7.6379
9.3291,9.1597,8.9797,8.7913,8.5981,8.4048,8.2165,8.0388,7.8768,7.7347,7.6153
9.3308,9.1561,8.9709,8.7777,8.5805,8.3841,8.1937,8.0149,7.8527,7.7112,7.5926
9.3317,9.1517,8.9613,8.7635,8.5624,8.3629,8.1706,7.9909,7.8286,7.6877,7.57
9.3318,9.147,8.9521,8.7504,8.5461,8.3444,8.1509,7.9709,7.8093,7.6697,7.5533
9.3311,9.1416,8.9422,8.7366,8.5293,8.3255,8.131,7.9509,7.7901,7.6517,7.5367
9.3296,9.1353,8.9316,8.7222,8.512,8.3063,8.1109,7.9309,7.7709,7.6339,7.52
9.3273,9.1282,8.9202,8.7072,8.4943,8.2868,8.0906,7.9108,7.7518,7.6162,7.5033
9.3242,9.1204,8.9082,8.6917,8.4761,8.2671,8.0703,7.8908,7.7328,7.5986,7.4867
9.3203,9.1119,8.8955,8.6756,8.4576,8.2472,8.0499,7.8708,7.7139,7.5813,7.47
9.3156,9.1028,8.8827,8.6599,8.4399,8.2285,8.0311,7.8529,7.6975,7.5668,7.4562
9.3101,9.0931,8.8694,8.6438,8.4219,8.2096,8.0123,7.835,7.6813,7.5525,7.4423
9.3039,9.0828,8.8555,8.6273,8.4037,8.1906,7.9936,7.8174,7.6654,7.5382,7.4285
9.297,9.0718,8.8411,8.6104,8.3852,8.1716,7.9749,7.7999,7.6499,7.5241,7.4146
9.2894,9.0602,8.8263,8.5931,8.3665,8.1525,7.9563,7.7826,7.6348,7.51,7.4008
9.2811,9.048,8.8109,8.5755,8.3477,8.1333,7.9378,7.7656,7.6201,7.4961,7.3869
9.2721,9.0355,8.7957,8.5585,8.3299,8.1156,7.9212,7.7509,7.6078,7.4847,7.3758
9.2625,9.0228,8.7807,8.5421,8.313,8.0993,7.9063,7.7385,7.5979,7.4758,7.3675
9.2523,9.0096,8.7653,8.5255,8.2961,8.0831,7.8918,7.7267,7.5881,7.467,7.3592
9.2416,8.996,8.7496,8.5086,8.2792,8.067,7.8774,7.7155,7.5786,7.4583,7.3508
9.2303,8.9819,8.7336,8.4917,8.2622,8.0511,7.8635,7.7046,7.5692,7.4496,7.3425
9.2185,8.9674,8.7174,8.4746,8.2453,8.0353,7.8499,7.694,7.5599,7.441,7.3342
9.2062,8.9526,8.7009,8.4575,8.2285,8.0197,7.8368,7.6837,7.5507,7.4324,7.3258
9.1934,8.9375,8.6844,8.4404,8.212,8.0048,7.8249,7.6741,7.5421,7.4244,7.3181
9.1802,8.9222,8.668,8.4239,8.1962,7.9908,7.8144,7.6657,7.5349,7.4179,7.312
9.1667,8.9067,8.6514,8.4073,8.1806,7.9773,7.8044,7.6575,7.5277,7.4113,7.3058
